"UID","ECONOMIC_ACTIVITY","JOB_DEP","Work_desc","Terms_of_emp","Job_category","JOB_CONDITION","Employer_category","WORKING_HOURS","employee_count","EMOLUMENT"
25995,"NZ","34","534a","CDI","O","P","ct_9",686,"tr_2",6003
25997,"FZ","34","461d","CDI","O","C","ct_9",1810,"tr_3",26969
26001,"MA","34","542a","CDI","O","C","ct_9",1834,"tr_1",15499
26004,"SZ","34","424a","CDI","O","C","ct_9",2048,"tr_1",23183
26006,"QB","34","563b","CDD","O","P","ct_2",1623,"tr_5",13169
26007,"MA","34","676c","CDI","O","P","ct_9",1455,"tr_1",14663
26010,"OZ","34","533a","AUT","O","C","ct_2",1818,"tr_6",35565
26014,"QB","34","526a","CDI","O","C","ct_8",1820,"tr_4",19829
26020,"HZ","34","521a","CDI","O","C","ct_9",1821,"tr_6",14162
26021,"FZ","34","641a","CDI","O","C","ct_9",813,"tr_5",15208
26023,"CC","34","675b","CDI","O","C","ct_9",1647,"tr_2",18553
26024,"OZ","34","523b","AUT","O","C","ct_1",1820,"tr_3",22660
26029,"FZ","34","681b","CDI","O","C","ct_9",1820,"tr_3",18961
26032,"NZ","34","461b","CDI","O","C","ct_9",1765,"tr_3",24802
26043,"FZ","34","479b","TTP","O","C","ct_9",321,"tr_1",3289
26044,"MA","34","534a","CDI","O","C","ct_9",2200,"tr_2",38114
26050,"RZ","34","374d","CDI","O","C","ct_9",1607,"tr_4",36097
26052,"NZ","92","462d","CDD","O","C","ct_9",1190,"tr_3",17795
26057,"FZ","34","634b","CDI","O","C","ct_9",1738,"tr_1",14698
26059,"RZ","34","435b","AUT","X","C","ct_8",1773,"tr_4",10609
26065,"EZ","34","543h","AUT","X","C","ct_9",576,"tr_4",4028
26068,"NZ","34","388a","CDI","O","C","ct_9",1360,"tr_2",26126
26069,"RZ","30","424a","CDI","O","P","ct_8",751,"tr_1",9017
26070,"GZ","34","551a","CDI","O","P","ct_9",405,"tr_5",3732
26071,"PZ","34","421b","AUT","O","C","ct_2",1921,"tr_1",31242
26072,"NZ","34","684a","CDI","O","C","ct_9",878,"tr_3",9272
26073,"QB","34","526a","CDI","O","C","ct_8",1796,"tr_3",18631
26074,"GZ","34","463a","CDI","O","C","ct_9",1893,"tr_4",19194
26076,"NZ","34","684a","CDI","O","P","ct_9",723,"tr_6",6015
26077,"MB","34","342g","CDI","O","C","ct_9",1827,"tr_6",127051
26079,"CA","34","387d","CDI","O","P","ct_9",1133,"tr_3",20078
26080,"QA","34","344b","CDI","O","C","ct_1",1820,"tr_5",54446
26083,"FZ","66","632a","CDI","O","C","ct_9",2200,"tr_3",23487
26086,"OZ","34","333f","CDI","O","C","ct_2",1820,"tr_6",46285
26088,"AZ","34","692a","CDI","O","C","ct_9",2110,"tr_3",15300
26089,"FZ","34","681a","APP","A","K","ct_6",1517,"tr_0",8043
26093,"FZ","34","461b","CDI","O","C","ct_9",1820,"tr_5",22739
26102,"HZ","34","333c","CDI","O","C","ct_9",1820,"tr_4",22444
26106,"PZ","84","332a","CDI","O","C","ct_8",1820,"tr_3",48368
26107,"GZ","34","551a","CDD","O","K","ct_9",682,"tr_1",10161
26108,"IZ","34","561c","CDI","O","P","ct_9",1040,"tr_1",9750
26111,"IZ","34","636d","CDI","O","P","ct_9",454,"tr_1",2931
26114,"GZ","30","462b","CDI","O","C","ct_9",1642,"tr_4",16430
26122,"QB","34","526d","CDI","O","C","ct_8",1915,"tr_4",19061
26125,"RZ","34","636d","CDI","O","C","ct_9",1823,"tr_3",19372
26126,"CE","34","486c","CDI","O","C","ct_9",1820,"tr_1",24806
26128,"GZ","13","463c","CDI","O","C","ct_9",1820,"tr_1",31583
26130,"QB","34","526a","CDI","O","C","ct_8",1864,"tr_3",18760
26132,"QB","34","525d","CDD","O","C","ct_8",246,"tr_4",2147
26133,"HZ","34","451a","CDI","O","P","ct_9",1456,"tr_6",20127
26142,"IZ","34","561d","CDI","O","P","ct_9",239,"tr_1",1445
26146,"HZ","34","521a","CDI","O","C","ct_9",2040,"tr_6",21990
26148,"CA","12","691d","CDI","O","C","ct_6",2065,"tr_3",18514
26151,"OZ","34","543g","CDI","O","P","ct_1",1263,"tr_4",17865
26155,"KZ","34","563c","CDI","O","C","ct_6",1812,"tr_1",13158
26157,"GZ","34","554e","CDI","O","C","ct_9",1886,"tr_1",14332
26158,"PZ","34","421b","CDI","O","P","ct_8",1432,"tr_2",16713
26168,"IZ","34","561b","CDI","O","C","ct_9",2512,"tr_2",27379
26171,"CC","34","623d","CDI","O","C","ct_9",1868,"tr_1",15391
26175,"CE","34","625c","CDI","O","C","ct_9",1972,"tr_5",23324
26177,"HZ","34","651b","CDI","O","P","ct_9",1381,"tr_1",10417
26178,"IZ","34","561d","CDI","O","P","ct_9",809,"tr_2",7079
26185,"NZ","34","643a","TTP","O","P","ct_9",769,"tr_1",12496
26186,"TZ","34","563c","CDI","O","C","ct_7",209,"tr_1",4301
26187,"MA","34","542a","CDI","O","C","ct_6",1699,"tr_1",21405
26188,"GZ","34","634c","CDI","O","C","ct_9",1914,"tr_4",15267
26189,"DZ","30","387d","CDI","O","C","ct_9",1778,"tr_5",46598
26190,"MB","34","374b","CDI","O","C","ct_9",1996,"tr_6",41187
26195,"QA","34","431f","CDI","O","C","ct_9",1583,"tr_5",18848
26203,"QA","34","525d","CDI","O","C","ct_9",1862,"tr_6",17433
26212,"OZ","34","524c","AUT","O","P","ct_2",1039,"tr_4",8390
26217,"PZ","34","451e","AUT","O","C","ct_1",1820,"tr_6",22419
26218,"HZ","34","641b","CDI","O","C","ct_9",1744,"tr_5",18475
26220,"GZ","34","554a","CDI","O","C","ct_9",1795,"tr_6",21842
26221,"OZ","31","532b","AUT","O","C","ct_1",1520,"tr_6",14624
26231,"KZ","34","542a","CDI","O","P","ct_9",622,"tr_1",4318
26233,"PZ","34","341b","CDI","O","C","ct_8",1928,"tr_4",58995
26235,"QB","34","563b","CDI","O","P","ct_6",1505,"tr_4",10360
26239,"QB","34","676e","CDI","O","P","ct_8",887,"tr_4",5148
26240,"IZ","34","561d","CDD","O","C","ct_9",982,"tr_1",9930
26243,"QA","34","451h","CDI","O","C","ct_9",1498,"tr_4",12690
26253,"FZ","34","681a","CDI","O","C","ct_9",1464,"tr_1",13225
26257,"SZ","34","562b","CDI","O","C","ct_6",1913,"tr_1",15464
26261,"MC","34","643a","CDI","O","P","ct_9",1276,"tr_5",11187
26264,"CC","34","676a","CDI","O","C","ct_6",2028,"tr_1",19298
26265,"QA","30","526a","APP","A","C","ct_9",554,"tr_5",2824
26266,"QB","34","676a","CDI","X","P","ct_8",1112,"tr_5",3825
26269,"HZ","34","382a","AUT","O","C","ct_5",1820,"tr_6",45715
26272,"MA","34","382b","CDI","O","C","ct_9",1791,"tr_1",33223
26278,"CH","34","652a","CDI","O","C","ct_9",1801,"tr_3",18673
26279,"MA","62","475a","CDI","O","C","ct_6",1645,"tr_5",15639
26280,"GZ","34","554b","CDI","O","C","ct_9",1833,"tr_1",18657
26285,"EZ","34","625h","CDI","O","C","ct_9",1953,"tr_3",24096
26286,"QB","34","526a","CDI","O","C","ct_9",1830,"tr_3",15875
26288,"PZ","34","525b","AUT","X","P","ct_1",1040,"tr_6",7419
26289,"HZ","34","451a","CDI","O","C","ct_9",1820,"tr_6",20432
26290,"CA","34","477a","CDI","O","C","ct_9",1820,"tr_2",22320
26291,"FZ","34","621c","CDI","O","C","ct_9",1931,"tr_2",21154
26292,"GZ","34","433d","CDI","O","C","ct_9",1918,"tr_2",18477
26293,"OZ","34","431f","AUT","O","C","ct_3",1844,"tr_6",25775
26294,"PZ","34","421b","CDI","O","C","ct_8",1820,"tr_1",19268
26295,"JC","34","388c","CDI","O","C","ct_9",845,"tr_3",18677
26300,"QA","34","526b","CDI","O","P","ct_6",1248,"tr_1",12941
26304,"QA","34","373d","CDI","O","C","ct_6",1820,"tr_1",25322
26305,"QA","34","431a","CDI","O","C","ct_8",1820,"tr_5",41051
26308,"PZ","49","342d","TOA","O","C","ct_1",1516,"tr_5",19748
26312,"HZ","91","389b","CDI","O","P","ct_9",947,"tr_5",52339
26313,"GZ","34","461f","CDI","O","C","ct_6",1941,"tr_3",20823
26323,"QB","34","526d","CDI","O","C","ct_9",1702,"tr_4",15178
26324,"HZ","34","333c","CDI","O","C","ct_9",1820,"tr_6",67674
26326,"SZ","34","388b","CDI","O","C","ct_4",1820,"tr_4",31852
26330,"RZ","34","354c","TOA","O","C","ct_8",796,"tr_1",23571
26339,"GZ","34","554j","CDI","O","P","ct_9",1031,"tr_1",7542
26344,"FZ","34","633d","CDI","O","C","ct_9",696,"tr_1",8235
26345,"FZ","12","632a","CDI","O","C","ct_6",1908,"tr_3",19656
26347,"SZ","34","461d","CDI","O","P","ct_4",1638,"tr_4",19094
26351,"QB","34","563a","CDI","O","D","ct_7",1831,"tr_1",9408
26352,"NZ","34","534a","CDI","O","C","ct_6",311,"tr_1",1920
26354,"OZ","31","344b","CDI","O","C","ct_4",1876,"tr_4",54444
26358,"FZ","34","681a","CDD","O","C","ct_9",1104,"tr_1",9121
26359,"MC","34","526b","CDD","O","P","ct_9",509,"tr_1",4321
26360,"NZ","34","631a","APP","A","C","ct_6",1678,"tr_1",5726
26363,"OZ","34","373b","CDI","O","C","ct_1",1820,"tr_5",34294
26364,"PZ","34","423b","CDI","O","C","ct_9",1527,"tr_3",19270
26375,"GZ","34","552a","CDI","O","C","ct_9",1864,"tr_6",17864
26376,"PZ","30","341a","CDI","O","C","ct_8",1820,"tr_3",20960
26378,"JC","34","373b","CDI","O","C","ct_9",1365,"tr_6",24870
26379,"GZ","34","554e","CDI","O","P","ct_9",780,"tr_1",6409
26382,"CE","34","676a","CDI","O","C","ct_9",1829,"tr_4",18219
26385,"QB","34","525d","CDI","O","C","ct_9",1758,"tr_3",35883
26388,"QA","34","526e","CDI","O","C","ct_9",1922,"tr_2",23105
26389,"FZ","34","633d","CDI","O","C","ct_9",1856,"tr_1",23234
26393,"MA","34","543b","CDI","O","C","ct_9",1996,"tr_2",16044
26395,"QA","34","526b","CDI","O","P","ct_6",1560,"tr_1",14980
26398,"GZ","34","374a","CDI","O","C","ct_9",1850,"tr_2",23243
26399,"FZ","34","632a","CDI","O","C","ct_9",1673,"tr_1",16110
26400,"RZ","34","676a","CDI","O","C","ct_9",1820,"tr_1",13252
26402,"FZ","34","463d","CDI","O","C","ct_9",1121,"tr_2",9800
26407,"SZ","34","543b","CDI","O","C","ct_4",1820,"tr_4",18258
26408,"FZ","11","542a","CDI","O","C","ct_9",1809,"tr_1",17926
26409,"OZ","34","526a","AUT","O","C","ct_3",1869,"tr_6",24038
26412,"QB","34","563b","CDI","O","P","ct_9",1241,"tr_3",8662
26417,"QA","34","526a","CDI","O","C","ct_8",1840,"tr_2",16658
26418,"NZ","34","542a","CDI","O","C","ct_9",1820,"tr_1",17071
26419,"QB","34","526a","CDI","O","C","ct_9",1801,"tr_4",17937
26425,"QB","34","422a","CDI","O","C","ct_8",1867,"tr_4",27998
26429,"GZ","78","372b","CDI","O","C","ct_9",2200,"tr_5",52954
26430,"MA","34","676e","CDI","O","C","ct_9",2000,"tr_1",19098
26431,"FZ","34","681a","CDI","O","C","ct_9",1715,"tr_1",11429
26433,"NZ","34","564a","CDI","O","P","ct_8",2676,"tr_1",27477
26437,"FZ","34","543h","APP","A","C","ct_9",1488,"tr_1",5722
26440,"FZ","34","543b","CDI","O","C","ct_9",1820,"tr_3",20356
26441,"PZ","30","421b","AUT","O","C","ct_2",1820,"tr_1",20146
26442,"QB","34","526c","CDI","O","P","ct_8",910,"tr_2",6163
26444,"OZ","34","467d","CDI","O","P","ct_8",1664,"tr_6",23084
26445,"QB","34","563b","CDI","O","C","ct_8",1997,"tr_5",17847
26446,"KZ","34","534a","CDI","O","C","ct_8",1820,"tr_3",16091
26450,"QB","34","525d","CDI","O","C","ct_9",1821,"tr_3",18668
26454,"MB","34","342g","CDI","O","C","ct_9",1820,"tr_2",22147
26457,"MA","34","472a","CDI","O","P","ct_9",1606,"tr_2",17580
26458,"NZ","34","534a","CDI","O","C","ct_9",129,"tr_1",1142
26461,"QB","34","676e","CDI","O","C","ct_8",1702,"tr_4",6656
26465,"QA","34","431f","CDI","O","C","ct_1",1820,"tr_5",19963
26466,"CA","34","542a","CDI","O","C","ct_9",1818,"tr_1",26129
26469,"PZ","34","421b","CDI","O","C","ct_8",1820,"tr_3",19735
26470,"FZ","66","623e","CDI","O","C","ct_6",1820,"tr_5",18934
26476,"NZ","34","684a","CDI","O","P","ct_9",1267,"tr_6",10659
26479,"MA","31","388a","CDI","O","C","ct_9",1982,"tr_3",25853
26482,"GZ","34","477c","CDI","O","C","ct_9",1820,"tr_1",22602
26485,"GZ","34","653a","CDI","O","C","ct_9",1820,"tr_3",13361
26487,"OZ","34","523c","CDD","O","K","ct_2",237,"tr_5",5300
26489,"NZ","34","461e","CDI","O","C","ct_6",1820,"tr_1",12988
26494,"NZ","34","478c","CDI","O","C","ct_9",1820,"tr_1",27422
26496,"HZ","34","641a","CDI","O","C","ct_9",2206,"tr_3",16725
26500,"QB","34","526c","CDI","O","P","ct_8",910,"tr_2",7453
26503,"MA","32","471a","CDI","O","C","ct_9",1837,"tr_5",21835
26508,"QB","34","563b","CDI","O","F","ct_6",472,"tr_4",4707
26509,"PZ","34","421b","AUT","O","C","ct_2",1865,"tr_1",28826
26510,"FZ","66","382a","CDI","O","C","ct_9",416,"tr_2",14426
26514,"OZ","34","524c","CDI","O","P","ct_2",840,"tr_6",10593
26516,"GZ","34","462e","CDI","O","C","ct_9",1798,"tr_4",15727
26517,"KZ","34","545b","CDI","O","C","ct_9",1959,"tr_1",29527
26518,"QA","34","431f","CDI","O","C","ct_9",1820,"tr_2",23062
26528,"QA","34","433a","CDI","O","C","ct_9",1820,"tr_3",26445
26532,"SZ","34","432d","CDI","O","C","ct_9",1820,"tr_6",22818
26533,"FZ","34","681b","APP","A","C","ct_9",758,"tr_4",3351
26536,"CA","34","674c","CDI","O","C","ct_9",1831,"tr_3",16088
26538,"QA","34","526a","CDI","O","C","ct_8",1826,"tr_3",16396
26540,"CH","34","634b","CDI","O","C","ct_9",1940,"tr_1",24769
26541,"GZ","34","634c","CDI","O","C","ct_9",1670,"tr_2",15115
26546,"CB","30","543c","CDI","O","C","ct_9",910,"tr_3",19246
26547,"GZ","34","553c","CDI","O","C","ct_9",2080,"tr_1",18018
26548,"LZ","34","463e","CDI","O","P","ct_9",1404,"tr_2",21177
26550,"OZ","34","431f","AUT","O","C","ct_3",1820,"tr_6",22838
26552,"KZ","34","376c","CDI","O","C","ct_9",2017,"tr_2",42938
26554,"NZ","34","534a","CDI","O","C","ct_6",422,"tr_4",9378
26556,"QB","34","543g","CDI","O","C","ct_8",1820,"tr_6",22443
26558,"HZ","34","552a","CDI","O","C","ct_9",1820,"tr_4",26527
26559,"QB","34","434e","CDI","O","C","ct_8",1799,"tr_2",18921
26569,"QB","34","432d","CDI","O","C","ct_8",1698,"tr_3",13009
26570,"CA","34","625b","CDI","O","P","ct_9",380,"tr_1",3804
26574,"NZ","34","461c","CDI","O","C","ct_9",1820,"tr_1",28146
26582,"FZ","34","621a","CDI","O","C","ct_9",1016,"tr_3",17157
26584,"MA","34","624e","CDI","O","C","ct_9",2079,"tr_1",15043
26591,"GZ","34","634c","CDI","O","C","ct_9",1820,"tr_1",11905
26593,"SZ","34","564b","CDI","O","P","ct_8",1558,"tr_2",14847
26598,"MB","34","371a","CDI","O","P","ct_5",1455,"tr_6",20634
26599,"MA","34","542a","CDI","O","C","ct_9",1820,"tr_1",21885
26600,"QB","34","422a","CDI","O","C","ct_8",1997,"tr_4",20283
26605,"JC","34","388a","CDI","O","C","ct_9",1820,"tr_5",38510
26607,"GZ","34","462d","CDI","O","C","ct_9",1766,"tr_1",15802
26609,"GZ","34","554b","CDI","O","C","ct_9",1805,"tr_4",26020
26612,"HZ","34","641b","CDD","O","C","ct_9",1532,"tr_2",17533
26615,"OZ","34","344c","CDD","O","C","ct_3",2028,"tr_6",23610
26621,"QA","34","432d","CDI","O","C","ct_9",1827,"tr_5",24529
26628,"JC","34","388a","AUT","X","P","ct_9",364,"tr_5",1426
26630,"HZ","34","641a","CDI","O","C","ct_9",2028,"tr_1",18110
26634,"GZ","34","542a","CDI","O","P","ct_9",1191,"tr_1",8856
26639,"NZ","34","684a","CDI","O","C","ct_9",1644,"tr_2",13338
26644,"GZ","34","554b","CDI","O","C","ct_9",1833,"tr_1",16711
26645,"SZ","34","542a","CDI","O","P","ct_9",978,"tr_1",9907
26648,"JA","34","478c","AUT","X","C","ct_9",1820,"tr_4",6533
26650,"GZ","34","526e","CDI","O","C","ct_9",1869,"tr_3",14186
26652,"CA","34","636c","CDI","O","C","ct_9",1889,"tr_3",15330
26654,"OZ","34","431a","AUT","O","C","ct_3",1850,"tr_6",37643
26660,"QB","34","434e","CDI","O","C","ct_8",1820,"tr_4",19013
26666,"GZ","34","526e","CDI","O","C","ct_9",1869,"tr_3",15275
26667,"NZ","34","652a","CDI","O","F","ct_9",517,"tr_1",3753
26672,"FZ","34","481a","CDI","O","C","ct_9",1990,"tr_1",35694
26673,"QB","34","431f","CDD","O","K","ct_8",352,"tr_4",4846
26674,"GZ","34","543b","CDI","O","P","ct_9",786,"tr_1",11119
26675,"EZ","34","564b","CDI","O","C","ct_9",1819,"tr_4",30774
26676,"SZ","34","633c","CDI","O","C","ct_9",1868,"tr_1",16059
26685,"GZ","34","554c","CDI","O","C","ct_9",1820,"tr_3",15503
26687,"LZ","34","461f","CDI","O","C","ct_9",2028,"tr_1",21694
26689,"GZ","34","552a","CDI","O","P","ct_9",594,"tr_5",5804
26697,"FZ","34","472c","CDI","O","C","ct_9",1860,"tr_4",22783
26698,"QB","34","563a","CDI","O","D","ct_7",3000,"tr_1",10750
26704,"QB","34","461b","CDI","O","C","ct_8",1820,"tr_3",19212
26706,"NZ","34","691e","AUT","O","C","ct_8",1632,"tr_2",17032
26708,"JC","34","388c","CDI","O","C","ct_9",2200,"tr_6",46823
26711,"MC","34","526b","CDI","O","P","ct_9",995,"tr_1",8907
26714,"QB","34","525d","CDI","O","P","ct_8",1040,"tr_3",8669
26716,"IZ","34","561b","CDI","O","C","ct_9",2257,"tr_3",38007
26717,"DZ","34","486b","CDI","O","C","ct_9",1830,"tr_4",17430
26719,"GZ","34","344d","CDI","O","C","ct_9",1836,"tr_3",30262
26723,"LZ","34","462e","CDI","O","C","ct_9",1459,"tr_3",20612
26726,"PZ","34","524b","AUT","O","C","ct_1",1820,"tr_3",15919
26730,"NZ","34","534a","CDI","O","C","ct_6",1835,"tr_5",13736
26733,"GZ","34","388b","CDI","O","C","ct_9",1401,"tr_6",30742
26735,"GZ","34","486b","CDI","O","C","ct_9",1820,"tr_3",29702
26737,"IZ","34","636d","CDI","O","C","ct_9",1820,"tr_1",13564
26740,"QB","34","526a","CDI","O","P","ct_8",1041,"tr_6",9184
26742,"QB","34","525d","CDI","O","C","ct_9",1754,"tr_2",18104
26743,"OZ","34","433d","AUT","O","C","ct_3",1819,"tr_6",22969
26754,"RZ","34","424a","CDI","O","C","ct_8",1812,"tr_1",11311
26756,"IZ","34","561f","CDI","O","C","ct_9",2028,"tr_1",16238
26758,"GZ","34","434d","CDD","X","P","ct_9",476,"tr_1",7766
26760,"HZ","34","451a","CDI","O","C","ct_9",1818,"tr_6",28000
26761,"MA","34","461e","AUT","X","C","ct_9",1829,"tr_4",22424
26762,"KZ","34","467a","CDI","O","C","ct_9",1747,"tr_1",29092
26767,"NZ","34","372e","CDI","O","C","ct_9",1826,"tr_1",29454
26770,"QB","34","526a","CDI","O","C","ct_9",1822,"tr_4",17360
26772,"IZ","34","561c","CDI","O","P","ct_9",1039,"tr_1",7654
26774,"QB","34","526d","CDI","O","C","ct_9",1838,"tr_4",16262
26781,"QA","34","525d","CDI","O","P","ct_9",1492,"tr_6",12087
26782,"QA","34","461b","CDI","O","C","ct_8",1820,"tr_1",21217
26785,"NZ","34","641a","TTP","O","P","ct_9",661,"tr_4",12971
26788,"IZ","34","561e","CDI","O","C","ct_9",1736,"tr_2",16370
26790,"CG","34","673b","CDI","O","C","ct_9",546,"tr_2",4239
26791,"MB","34","342f","CDI","O","C","ct_5",1820,"tr_6",38993
26792,"IZ","34","561d","CDI","O","Y","ct_9",684,"tr_1",4250
26796,"OZ","34","467d","CDI","O","C","ct_8",1848,"tr_6",22945
26801,"GZ","34","487a","CDD","O","C","ct_9",910,"tr_4",16575
26802,"NZ","34","671c","CDI","O","C","ct_9",2114,"tr_4",31659
26809,"NZ","34","684a","CDI","O","P","ct_9",1501,"tr_6",14858
26816,"IZ","34","561c","CDI","O","P","ct_9",519,"tr_1",4130
26818,"QA","34","526b","CDI","X","P","ct_6",1560,"tr_1",9348
26819,"JC","30","555a","CDI","O","C","ct_6",1528,"tr_1",14794
26825,"NZ","34","676c","TTP","O","K","ct_9",1145,"tr_1",15730
26827,"GZ","34","344d","CDI","O","P","ct_9",1819,"tr_1",51375
26830,"HZ","34","542a","CDI","O","C","ct_9",1863,"tr_2",16490
26833,"CE","34","543g","CDI","O","P","ct_9",1579,"tr_3",22463
26839,"PZ","34","422b","CDI","O","P","ct_9",796,"tr_3",11218
26842,"HZ","34","451a","CDI","O","C","ct_9",1609,"tr_6",21207
26844,"QB","34","563b","CDI","O","F","ct_7",957,"tr_0",9049
26848,"MA","11","474c","CDI","O","C","ct_9",195,"tr_2",22989
26849,"IZ","34","377a","CDI","O","C","ct_9",1820,"tr_1",18956
26850,"SZ","34","563b","CDI","O","C","ct_6",1961,"tr_3",17117
26851,"NZ","34","684a","CDI","O","C","ct_9",1824,"tr_5",16597
26852,"PZ","34","341a","CDI","O","C","ct_8",1390,"tr_4",32043
26854,"HZ","34","641a","CDI","O","C","ct_9",1084,"tr_3",16582
26858,"QB","34","563b","AUT","O","P","ct_2",1039,"tr_4",8421
26866,"QB","34","424a","CDI","O","C","ct_8",1820,"tr_4",25299
26868,"QB","34","563b","CDI","O","P","ct_8",1608,"tr_6",11466
26870,"QB","34","434b","CDI","O","P","ct_8",1243,"tr_1",18282
26875,"IZ","34","636d","CDI","O","C","ct_9",906,"tr_1",16293
26876,"GZ","13","463e","AUT","O","F","ct_9",351,"tr_6",3269
26877,"MA","34","388a","CDI","O","C","ct_9",1820,"tr_4",66921
26879,"SZ","34","526b","CDI","O","C","ct_9",1578,"tr_6",21631
26882,"GZ","34","676c","CDD","O","Y","ct_9",492,"tr_4",4898
26892,"GZ","34","554a","CDI","O","Y","ct_9",144,"tr_1",3521
26901,"OZ","34","388a","CDI","O","F","ct_8",641,"tr_3",12519
26902,"SZ","34","461b","CDI","O","C","ct_8",1819,"tr_1",31584
26911,"GZ","34","388d","CDI","O","C","ct_9",1923,"tr_2",52183
26913,"QB","34","643a","CDI","O","P","ct_9",969,"tr_2",8117
26914,"RZ","34","564b","CDI","O","P","ct_8",784,"tr_3",20252
26917,"TZ","34","563a","CDI","O","C","ct_7",1501,"tr_1",12598
26919,"KZ","34","461d","CDI","O","C","ct_9",1907,"tr_1",55496
26926,"GZ","75","374a","CDI","O","C","ct_9",2307,"tr_6",49374
26927,"QA","34","451h","CDD","O","C","ct_9",1227,"tr_3",18076
26935,"NZ","33","534a","CDI","O","C","ct_6",2047,"tr_5",22629
26939,"PZ","34","421b","CDI","O","P","ct_8",1735,"tr_3",19482
26948,"PZ","34","421b","CDI","O","C","ct_8",1820,"tr_3",26421
26952,"IZ","34","561f","CDI","O","C","ct_9",1820,"tr_1",18238
26960,"CH","34","674d","CDI","O","C","ct_9",1979,"tr_5",26669
26966,"PZ","34","525b","AUT","X","P","ct_1",1040,"tr_4",7585
26967,"PZ","34","676a","CDI","O","P","ct_9",1115,"tr_2",10920
26975,"PZ","34","341a","CDI","O","C","ct_9",1533,"tr_3",22406
26978,"SZ","34","562b","CDI","O","C","ct_9",2028,"tr_1",15129
26979,"CA","34","674c","CDI","O","C","ct_9",1921,"tr_1",16723
26985,"SZ","34","461c","CDI","O","C","ct_8",1820,"tr_3",21549
26989,"PZ","34","525b","AUT","X","P","ct_1",520,"tr_5",4697
26991,"FZ","34","472c","CDI","O","C","ct_9",499,"tr_3",23736
26992,"LZ","34","463e","CDI","O","C","ct_6",198,"tr_2",416
26997,"GZ","34","554g","CDI","O","C","ct_9",1907,"tr_1",18883
27000,"QB","34","434a","CDI","O","C","ct_8",1828,"tr_1",22908
27001,"FZ","34","621b","CDI","O","C","ct_9",1844,"tr_5",24856
27002,"NZ","34","373c","CDI","O","C","ct_8",1987,"tr_2",117439
27003,"IZ","75","424a","AUT","X","C","ct_9",452,"tr_6",7957
27004,"PZ","34","341a","CDI","O","C","ct_8",1668,"tr_4",32113
27010,"PZ","34","525a","CDI","O","P","ct_8",427,"tr_2",11169
27012,"QA","34","526a","CDI","O","C","ct_9",1762,"tr_6",21401
27015,"HZ","78","333c","CDI","O","C","ct_9",1818,"tr_6",44268
27017,"RZ","34","424a","CDI","O","C","ct_8",1820,"tr_1",14689
27020,"GZ","34","556a","CDI","O","C","ct_9",1819,"tr_2",22129
27021,"QA","34","526b","CDI","O","C","ct_9",1820,"tr_2",24090
27024,"PZ","34","421b","CDI","O","C","ct_8",1820,"tr_3",23039
27027,"HZ","34","333c","CDI","O","C","ct_9",1820,"tr_6",32166
27031,"QB","34","526a","CDI","O","F","ct_9",484,"tr_4",5420
27033,"SZ","34","563b","TOA","O","P","ct_9",1352,"tr_2",10417
27035,"NZ","34","684a","CDI","O","P","ct_8",888,"tr_1",7687
27042,"QB","34","434d","CDI","O","C","ct_8",2200,"tr_1",27022
27043,"MA","34","543c","CDI","O","C","ct_9",2028,"tr_1",30513
27045,"HZ","34","333c","CDI","O","C","ct_9",1820,"tr_6",75458
27046,"HZ","34","526e","CDI","O","C","ct_9",1820,"tr_1",17602
27051,"CH","34","624f","CDI","O","C","ct_9",1823,"tr_3",17477
27054,"QA","34","525d","CDI","O","P","ct_9",1061,"tr_6",9505
27055,"OZ","34","333e","AUT","O","C","ct_1",1820,"tr_6",40965
27057,"RZ","34","461d","CDI","O","C","ct_8",1820,"tr_3",21390
27058,"FZ","34","481b","CDI","O","C","ct_6",1812,"tr_1",22161
27061,"OZ","34","376f","CDI","O","C","ct_8",1750,"tr_5",39613
27062,"QA","34","432b","CDI","O","P","ct_8",801,"tr_6",8847
27063,"SZ","34","424a","CDI","O","C","ct_8",1820,"tr_1",22308
27067,"HZ","34","451a","CDI","O","C","ct_9",1820,"tr_6",25448
27068,"QA","34","432d","CDI","O","P","ct_9",1393,"tr_5",21655
27071,"NZ","34","684a","CDD","O","C","ct_9",794,"tr_1",9666
27075,"MA","34","472a","CDI","O","C","ct_9",1820,"tr_1",22528
27077,"IZ","73","462e","CDD","O","C","ct_9",860,"tr_2",15716
